"","id","review"
"281","rn369846616","A great place for Sunday brunch. Cooked to order omelette station, local specialties, fresh fruits, & warm pastries. Inviting & relaxing atmosphere. Great value for the price. Very busy between 10:30-12:00, but still had great service & no wait for a table. Great location. Across from Victory Field, museums & zoo near by."
"282","rn369651690","We arrived after a long road trip , upon arriving we were greeted with ""Hello , how are you ? "" from there on we had nothing but FABULOUS SERVICE ! every staff member went out of their way to treat us like royalty ! I'm not exaggerating! The best service I've had in any 5 Star hotel ! They..."
"283","rn369572565","The roomservice was great, and the rooms were clean. Thats all that matters when it comes to a hotel for me. Make it clean and comfortable, though, the beds werent that comfortable. I really wish they had better breakfast."
"284","rn369392556","My son stayed at this Marriott while in town for a basketball tournament. The hotel was very accommodating. I sent in a CC authorization so that he could check in with his student id. They advised me of the best mode of transportation to the hotel from the airport. He arrived fine and was met with incredible service! He's used..."
"285","rn368490665","We attended a conference at the JW Marriott in Indianapolis. This is a great hotel in every way. From the rooms to the service to the people, you will have a great stay. Award members get free wifi. The restaurants are good and everyone is ready to help and go out of their way to make your stay enjoyable."
"286","rn366323976","Recently stayed at the hotel from Thursday to Sunday, Not once did we receive housekeeping. I called down before going out in the city, to advise that I needed housekeeping and towels. When I returned 3 hours later, housekeeping had not been there, and still no towels, I called back down to services, they did come up and bring towels,..."
"287","rn366235365","Truly top of the class hotels in Indy. JW Marriot sits in the heart of downtown. A piece of stunning architecture inside and out.
This is a luxury hotel with full service restaurant and bar
The hotel is within walking distance of restaurant, shops, baseball and football stadiums"
"288","rn366177050","The JW Marriott is a great option when you are staying in Indy. The amenities, proximity to the minor league stadium/local restaurants, and the friendly staff make this a great property. I have occasionally experienced issues with the valet not bringing my car in a timely manner and on 2 occasions their was no hot water in the shower -..."
"289","rn366037341","Everything was fantastic from the point of booking my room to receiving my folio. This Marriott is a short ride from IND airport by shuttle.
Registration: Registration clerks actually approach guests, so no need to look for the 1st available station. This was really outstanding. Fast check-in and professional staff.
Room: The room was lovely, bed very comfortable, excellent WiFi..."
"290","rn365890412","I can't state strong enough how impressed i was with the service. From every possible ""touch point"" of staff interaction, they seemed to make you feel like you are the most important thing in their world at that moment in time. As you would expect from this hotel and the brand the amenities and room were very nice and well..."
